no,ponpes,text_combined,sentimen_lexicon,aspek_manual,text_refined,tokens,predicted_aspek,predicted_aspek_label,predicted_sentimen_lexicon
178,PPM AL-Ikhlash Lampoko,mondok mi naura sehat ki anak cantik pesan santri keluarga ada rumah,Negatif,Kualitas Guru,Mondok mi naura sehat ki anak cantik pesan santri keluarga ada rumah,"['mondok', 'mi', 'naura', 'sehat', 'ki', 'anak', 'cantik', 'pesan', 'santri', 'keluarga', 'rumah']",2,Lingkungan,netral
179,PPM AL-Ikhlash Lampoko,aamiin xd buatin kelas a mts dong pesan santri keluarga ada rumah,Negatif,Kualitas Guru,Aamiin xd buatin kelas a mts dong pesan santri keluarga ada rumah,"['aamiin', 'xd', 'buatin', 'kelas', 'a', 'mts', 'pesan', 'santri', 'keluarga', 'rumah']",1,Fasilitas,positif
180,PPM AL-Ikhlash Lampoko,anak soleha pesan santri keluarga ada rumah,Negatif,Kualitas Guru,Anak soleha pesan santri keluarga ada rumah,"['anak', 'soleha', 'pesan', 'santri', 'keluarga', 'rumah']",2,Lingkungan,positif
181,PPM AL-Ikhlash Lampoko,masyaallla sukses nak sholeh sholeha selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas,Masyaallla sukses nak sholeh sholeha selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['masyaallla', 'sukses', 'nak', 'sholeh', 'sholeha', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
182,PPM AL-Ikhlash Lampoko,masyaallah sukses sehat selalu ki anak semangat selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Negatif,Fasilitas,Masyaallah sukses sehat selalu ki anak semangat selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['masyaallah', 'sukses', 'sehat', 'ki', 'anak', 'semangat', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
183,PPM AL-Ikhlash Lampoko,insya allah aamiin selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas,Insya allah aamiin selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['insya', 'allah', 'aamiin', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
184,PPM AL-Ikhlash Lampoko,insyaallah aamin selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Netral,Fasilitas,Insyaallah aamin selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['insyaallah', 'aamin', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
185,PPM AL-Ikhlash Lampoko,masyaallah alhamdulillah selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas,Masyaallah alhamdulillah selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['masyaallah', 'alhamdulillah', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
186,PPM AL-Ikhlash Lampoko,masya allah keren congrats buat ananda dua bina selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas,Masya allah keren congrats buat ananda dua bina selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['masya', 'allah', 'keren', 'congrats', 'ananda', 'bina', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
187,PPM AL-Ikhlash Lampoko,masya allah selamat buat dua ananda selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas,Masya allah selamat buat dua ananda selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['masya', 'allah', 'selamat', 'ananda', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
188,PPM AL-Ikhlash Lampoko,alhamdulillah selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas,Alhamdulillah selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['alhamdulillah', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
189,PPM AL-Ikhlash Lampoko,barakallahu fiik selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Negatif,Fasilitas,Barakallahu fiik selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,"['barakallahu', 'fiik', 'selamat', 'santri', 'hebat', 'm', 'akhsay', 'saputra', 'ainun', 'aulia', 'zulkifly', 'hasil', 'lang', 'tahap', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
190,PPM AL-Ikhlash Lampoko,kerennn lomba gerak jalan tingkat kabupaten,Positif,Umum,Kerennn lomba gerak jalan tingkat kabupaten,"['kerennn', 'lomba', 'gerak', 'jalan', 'tingkat', 'kabupaten']",4,Pembinaan Karakter,positif
191,PPM AL-Ikhlash Lampoko,masya allah sukses selalu anak sholehah lomba gerak jalan tingkat kabupaten,Positif,Umum,Masya allah sukses selalu anak sholehah lomba gerak jalan tingkat kabupaten,"['masya', 'allah', 'sukses', 'anak', 'sholehah', 'lomba', 'gerak', 'jalan', 'tingkat', 'kabupaten']",4,Pembinaan Karakter,positif
192,PPM AL-Ikhlash Lampoko, lomba gerak jalan tingkat kabupaten,Positif,Umum,Lomba gerak jalan tingkat kabupaten,"['lomba', 'gerak', 'jalan', 'tingkat', 'kabupaten']",4,Pembinaan Karakter,positif
193,PPM AL-Ikhlash Lampoko,masyaa allah hebat sukses selalu anak sholehah lomba gerak jalan tingkat kabupaten,Positif,Umum,Masyaa allah hebat sukses selalu anak sholehah lomba gerak jalan tingkat kabupaten,"['masyaa', 'allah', 'hebat', 'sukses', 'anak', 'sholehah', 'lomba', 'gerak', 'jalan', 'tingkat', 'kabupaten']",4,Pembinaan Karakter,positif
194,PPM AL-Ikhlash Lampoko,masya allah lomba gerak jalan tingkat kabupaten,Positif,Umum,Masya allah lomba gerak jalan tingkat kabupaten,"['masya', 'allah', 'lomba', 'gerak', 'jalan', 'tingkat', 'kabupaten']",4,Pembinaan Karakter,positif
195,PPM AL-Ikhlash Lampoko,sukses selalu anak syg lomba gerak jalan tingkat kabupaten,Positif,Umum,Sukses selalu anak syg lomba gerak jalan tingkat kabupaten,"['sukses', 'anak', 'syg', 'lomba', 'gerak', 'jalan', 'tingkat', 'kabupaten']",4,Pembinaan Karakter,positif
196,PPM AL-Ikhlash Lampoko,alhamdulillah detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,Positif,Umum,Alhamdulillah detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,"['alhamdulillah', 'detik', 'detik', 'smps', 'al', 'ikhlash', 'juara', 'ajang', 'lomba', 'gerak', 'jalan', 'tingkat', 'smp', 'mts']",4,Pembinaan Karakter,positif
197,PPM AL-Ikhlash Lampoko,masya allah giat anak detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,Netral,Umum,Masya allah giat anak detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,"['masya', 'allah', 'giat', 'anak', 'detik', 'detik', 'smps', 'al', 'ikhlash', 'juara', 'ajang', 'lomba', 'gerak', 'jalan', 'tingkat', 'smp', 'mts']",4,Pembinaan Karakter,netral
198,PPM AL-Ikhlash Lampoko,alhamdulillah detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,Positif,Umum,Alhamdulillah detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,"['alhamdulillah', 'detik', 'detik', 'smps', 'al', 'ikhlash', 'juara', 'ajang', 'lomba', 'gerak', 'jalan', 'tingkat', 'smp', 'mts']",4,Pembinaan Karakter,positif
199,PPM AL-Ikhlash Lampoko,luar biasa sukses terus adik yel yel ppm al ikhlash,Negatif,Umum,Luar biasa sukses terus adik yel yel ppm al ikhlash,"['sukses', 'adik', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,positif
200,PPM AL-Ikhlash Lampoko,masya allah bangga jadi alumni al ikhlas yel yel ppm al ikhlash,Positif,Umum,Masya allah bangga jadi alumni al ikhlas yel yel ppm al ikhlash,"['masya', 'allah', 'bangga', 'alumni', 'al', 'ikhlas', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,positif
201,PPM AL-Ikhlash Lampoko,masya alloh kereen luar biasa yel yel ppm al ikhlash,Negatif,Umum,Masya alloh kereen luar biasa yel yel ppm al ikhlash,"['masya', 'alloh', 'kereen', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,netral
202,PPM AL-Ikhlash Lampoko,masyaallah sukses buat seluruh keluarga besar ppm al ikhlas aamiin yel yel ppm al ikhlash,Positif,Umum,Masyaallah sukses buat seluruh keluarga besar ppm al ikhlas aamiin yel yel ppm al ikhlash,"['masyaallah', 'sukses', 'keluarga', 'ppm', 'al', 'ikhlas', 'aamiin', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,positif
203,PPM AL-Ikhlash Lampoko,kereeen masyaa allaah yel yel ppm al ikhlash,Netral,Umum,Kereeen masyaa allaah yel yel ppm al ikhlash,"['kereeen', 'masyaa', 'allaah', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,netral
204,PPM AL-Ikhlash Lampoko,masya allah yel yel ppm al ikhlash,Positif,Umum,Masya allah yel yel ppm al ikhlash,"['masya', 'allah', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,positif
205,PPM AL-Ikhlash Lampoko,masya allah keren tawwa maju terus yel yel ppm al ikhlash,Positif,Umum,Masya allah keren tawwa maju terus yel yel ppm al ikhlash,"['masya', 'allah', 'keren', 'tawwa', 'maju', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,positif
206,PPM AL-Ikhlash Lampoko,masya allah keren banget yel yel ppm al ikhlash,Positif,Umum,Masya allah keren banget yel yel ppm al ikhlash,"['masya', 'allah', 'keren', 'banget', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,positif
207,PPM AL-Ikhlash Lampoko,masya allah al ikhlas luas biasa maju terus yel yel ppm al ikhlash,Positif,Umum,Masya allah al ikhlas luas biasa maju terus yel yel ppm al ikhlash,"['masya', 'allah', 'al', 'ikhlas', 'luas', 'maju', 'yel', 'yel', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,positif
208,PPM AL-Ikhlash Lampoko,alhamdulillah santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,Positif,Umum,Alhamdulillah santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,"['alhamdulillah', 'santri', 'smps', 'ppm', 'al', 'ikhlash', 'raih', 'juara', 'lomba', 'gerak', 'jalan', 'tingkat', 'smp', 'mts', 'camat', 'campalagian']",4,Pembinaan Karakter,positif
209,PPM AL-Ikhlash Lampoko,alhamdulillah selamat buat santri para bina pondok moga depan lebih lihat potensi ada pondok santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,Positif,Umum,Alhamdulillah selamat buat santri para bina pondok moga depan lebih lihat potensi ada pondok santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,"['alhamdulillah', 'selamat', 'santri', 'bina', 'pondok', 'moga', 'lihat', 'potensi', 'pondok', 'santri', 'smps', 'ppm', 'al', 'ikhlash', 'raih', 'juara', 'lomba', 'gerak', 'jalan', 'tingkat', 'smp', 'mts', 'camat', 'campalagian']",4,Pembinaan Karakter,positif
210,PPM AL-Ikhlash Lampoko,alhamdulilah selamat pondok pesantren al ikhlas lampoko atas prestasi di capai khusus anak anak sholehah tdk kenal lelah moga depan makin baik salut santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,Negatif,Umum,Alhamdulilah selamat pondok pesantren al ikhlas lampoko atas prestasi di capai khusus anak anak sholehah tdk kenal lelah moga depan makin baik salut santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,"['alhamdulilah', 'selamat', 'pondok', 'pesantren', 'al', 'ikhlas', 'lampoko', 'prestasi', 'capai', 'khusus', 'anak', 'anak', 'sholehah', 'tdk', 'kenal', 'lelah', 'moga', 'salut', 'santri', 'smps', 'ppm', 'al', 'ikhlash', 'raih', 'juara', 'lomba', 'gerak', 'jalan', 'tingkat', 'smp', 'mts', 'camat', 'campalagian']",4,Pembinaan Karakter,positif
211,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
212,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
213,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
214,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
215,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
216,PPM AL-Ikhlash Lampoko,masyaallah luar biasa baris alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum,Masyaallah luar biasa baris alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['masyaallah', 'baris', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,netral
217,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
218,PPM AL-Ikhlash Lampoko,masya allah ppm al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Masya allah ppm al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['masya', 'allah', 'ppm', 'al', 'ikhlas', 'lampoko', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
219,PPM AL-Ikhlash Lampoko,alhamdulillah mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'mantap', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
220,PPM AL-Ikhlash Lampoko,alhamdulillah semangat mu sia nak alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum,Alhamdulillah semangat mu sia nak alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'semangat', 'mu', 'sia', 'nak', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,netral
221,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
222,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
223,PPM AL-Ikhlash Lampoko,devenisi jilbab tdak jadi halang prestasi alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum,Devenisi jilbab tdak jadi halang prestasi alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['devenisi', 'jilbab', 'tdak', 'halang', 'prestasi', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,netral
224,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
225,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
226,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
227,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
228,PPM AL-Ikhlash Lampoko,masya allah sm sini wono kk ustads pesantren darul hasanah juara putri alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Masya allah sm sini wono kk ustads pesantren darul hasanah juara putri alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['masya', 'allah', 'sm', 'wono', 'kk', 'ustads', 'pesantren', 'darul', 'hasanah', 'juara', 'putri', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
229,PPM AL-Ikhlash Lampoko,selamat baik tahun alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Selamat baik tahun alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['selamat', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
230,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
231,PPM AL-Ikhlash Lampoko,alhamdulillah sukses sll smps al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah sukses sll smps al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'sukses', 'sll', 'smps', 'al', 'ikhlas', 'lampoko', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
232,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
233,PPM AL-Ikhlash Lampoko,semangat terus anak sholeh soleha alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum,Semangat terus anak sholeh soleha alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['semangat', 'anak', 'sholeh', 'soleha', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,netral
234,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
235,PPM AL-Ikhlash Lampoko,alhamdulillah mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'mantap', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
236,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
237,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
238,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
239,PPM AL-Ikhlash Lampoko,alhamdulillah xd versi sma putra ust alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah xd versi sma putra ust alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'xd', 'versi', 'sma', 'putra', 'ust', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
240,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
241,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
